famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,sapce2pass_2.started,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.002757700000074692,0.49939050000102725,0.49939050000102725,0.5324560000008205,1.732985099995858,1.7664506000000983,2.033506899999338,2.066677399998298,2.499964999995427,2.499964999995427,2.999539599986747,,,,,,,
