famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,audCueStart.stopped,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,audCueEnd.stopped,sapce2pass_2.started,responsePointer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,0.002661300008185208,0.49907800000801217,0.49907800000801217,0.5327596999995876,0.8660934000072302,0.8992115000000922,1.0994396000023698,1.1327850000088802,2.4666716000065207,2.4999004999990575,2.4999004999990575,2.967136200008099,,,,,,,
