famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,fixationPoint.started,audCueStart.started,fixationPoint.stopped,responsePointer.started,target.started,distractor.started,target.stopped,distractor.stopped,audCueEnd.started,sapce2pass_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.080061500000738,0.4983412999972643,11.579597799998737,12.079920399999537,12.696944799998164,12.730316699999094,12.730316699999094,12.763520199998311,2.4988501999978325,2.51561109999966,,,,,,,
