id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,targetTimeMs,famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,isTrial,handMove.started,audioCue2Start.started,handOri,handMove.ended,audioCue2End.started,target_color,expected_target_onset,expected_target_onset_in_frames,fixationPoint.started,fixationPoint.stopped,audCueStart.started,placeholder.started,audCueStart.stopped,target.started,target.stopped,audCueEnd.started,audCueEnd.stopped,responsePointer.started,cueForRep.started,space2pass.started,responseStarted,rtUntillMotionTreshold,responsePointer.stopped,rTAfterMotionTreshold,rtDurationBtwRespMotion,perceivedTime,resp_x_coord,resp_y_coord,feedbackPointer.stopped,actualTime_x_coord,actualTime_y_coord,space2pass.keys,space2pass.rt,expected_delay,expected_delays_frame,expected_distractor,expected_distractor_frame,expBlockFiles,distractor.started,distractor.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,0,0,0,0,,,,,fam,0.6641855000052601,0.6641855000052601,270.0,2.664736799997627,2.664736799997627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p7_high_01,001,2023-05-03_11h30.45.717,expectation_shapes_perceived_time,2022.2.4,119.95484897920988,
,,,,,,,,,1,0,1,0,,,,,fam,0.4969744999980321,0.4969744999980321,270.0,2.4967141000088304,2.4967141000088304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p7_high_01,001,2023-05-03_11h30.45.717,expectation_shapes_perceived_time,2022.2.4,119.95484897920988,
,,,,,,,,,2,0,2,0,,,,,fam,0.49745599999732804,0.49745599999732804,270.0,2.497284299999592,2.497284299999592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p7_high_01,001,2023-05-03_11h30.45.717,expectation_shapes_perceived_time,2022.2.4,119.95484897920988,
,,,,,,,,,3,0,3,0,,,,,fam,0.49677430000156164,0.49677430000156164,270.0,2.497288099999423,2.497288099999423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p7_high_01,001,2023-05-03_11h30.45.717,expectation_shapes_perceived_time,2022.2.4,119.95484897920988,
,,,,,,,,,4,0,4,0,,,,,fam,0.4974129000038374,0.4974129000038374,270.0,2.4974750999972457,2.4974750999972457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p7_high_01,001,2023-05-03_11h30.45.717,expectation_shapes_perceived_time,2022.2.4,119.95484897920988,
,,,,,,,,,,,,,0,0,0,0,test,,,,,,red,1.2192580840162544,1.2166666666666666,2.299517499996,0.9982756999961566,8.369999704882503e-05,8e-05,0.03312819999700878,1.2167095000040717,1.2502589999930933,1.9999390000011772,2.033298399997875,2.299517499996,2.299517499996,2.599570099991979,2.7999196000018856,0.5004021000058856,9.81673839999712,7.517220900001121,7.016818799995235,0.70941,0.1169705259087083,-0.09038631547491094,9.81673839999712,-0.09396051768368333,-0.11411928440497757,space,7.214158900009352,,,,,,,,p7_high_01,001,2023-05-03_11h30.45.717,expectation_shapes_perceived_time,2022.2.4,119.95484897920988,
,,,,,,,,,,,,,1,0,1,0,test,,,,,,green,0.628639965492825,0.625,2.2998499999957858,0.9964152000029571,6.920000305399299e-05,7e-05,0.033470299997134134,0.6249645000061719,0.658271499996772,1.9998639999976149,2.033225699997274,2.2998499999957858,2.2998499999957858,2.600256599995191,2.2998499999957858,0.0,6.47453370000585,4.174683700010064,4.174683700010064,0.72881,0.11124852816826347,-0.09734246214723054,6.47453370000585,0.1359153098076923,-0.058127605458757226,space,3.867845100001432,,,,,,,,p7_high_01,001,2023-05-03_11h30.45.717,expectation_shapes_perceived_time,2022.2.4,119.95484897920988,
,,,,,,,,,,,,,2,0,2,0,test,,,,,,green,1.7217435355787927,1.7249999999999999,2.3000889999966603,0.9984410000033677,5.019998934585601e-05,5e-05,0.03359809999528807,1.7251484000007622,1.7585029999900144,2.0001992999896174,2.0333852999901865,2.3000889999966603,2.3000889999966603,2.600056700001005,2.7083829999901354,0.40829399999347515,,,,,,,,,,space,1.2174177000124473,,,,,,,,p7_high_01,001,2023-05-03_11h30.45.717,expectation_shapes_perceived_time,2022.2.4,119.95484897920988,
,,,,,,,,,,,,,3,0,3,0,test,,,,,,green,1.6862608597245798,1.6833333333333333,2.3000198999943677,0.9971922999975504,4.0799990529194474e-05,4e-05,0.033545199999934994,1.6834228999941843,1.7168524000007892,1.9999502999999095,2.033075799990911,2.3000198999943677,2.3000198999943677,2.6002257999934955,2.816461700000218,0.5164418000058504,6.49160719999054,4.191587299996172,3.6751454999903217,1.57798,-0.1434098690721271,0.035852467268031776,6.49160719999054,-0.12322953148972102,0.08164724444409481,space,3.889580000002752,,,,,,,,p7_high_01,001,2023-05-03_11h30.45.717,expectation_shapes_perceived_time,2022.2.4,119.95484897920988,
,,,,,,,,,,,,,4,0,4,0,test,,,,,,green,1.1532880559348777,1.15,2.3004088000016054,0.9970495000015944,3.120000474154949e-05,3e-05,0.0335722000017995,1.149972400002298,1.1833505999966292,1.9996647000079975,2.0330490000051213,2.3004088000016054,2.3004088000016054,2.599918899999466,2.3004088000016054,0.0,,,,,,,,,,space,0.9170566000102554,,,,,,,,p7_high_01,001,2023-05-03_11h30.45.717,expectation_shapes_perceived_time,2022.2.4,119.95484897920988,
,,,,,,,,,0,0,0,0,0,-1,-1,0,fam,0.5900198000017554,0.5900198000017554,270.0,2.589451099993312,2.589451099993312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p7_high_01,001,2023-05-03_11h30.45.717,expectation_shapes_perceived_time,2022.2.4,119.95484897920988,
