id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,targetTimeMs,famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,isTrial,handMove.started,audioCue2Start.started,handOri,handMove.ended,audioCue2End.started,target_color,expected_target_onset,expected_target_onset_in_frames,fixationPoint.started,fixationPoint.stopped,audCueStart.started,placeholder.started,audCueStart.stopped,target.started,target.stopped,audCueEnd.started,audCueEnd.stopped,responsePointer.started,responseStarted,rtUntillMotionTreshold,cueForRep.started,space2pass.started,responsePointer.stopped,rTAfterMotionTreshold,rtDurationBtwRespMotion,perceivedTime,resp_x_coord,resp_y_coord,feedbackPointer.stopped,actualTime_x_coord,actualTime_y_coord,space2pass.keys,space2pass.rt,expected_delay,expected_delays_frame,expected_distractor,expected_distractor_frame,expBlockFiles,distractor.started,distractor.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,-100,0.5,none,,red,green,,269.3802445349048,,,,,0,81,81,498,trial,,,,,,red,0.26938024453490483,0.275,2.3085831999997026,0.9983696999997846,1e-05,1e-05,0.03338,0.2755719999995563,0.30854180000005726,1.9999535999995715,2.0333786999999575,2.3085831999997026,2.3085831999997026,0.0,2.3085831999997026,2.508803899999293,3.0666883999992933,0.7581051999995907,0.7581051999995907,0.10376,0.04733719701923176,0.14003920784856064,,,,None,,-0.1,-0.1,0.13605024453490483,0.13333333333333333,trial_list_0.5_green.csv,0.13332249999984924,0.16724689999955444,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,100,0.5,none,,red,green,,1160.356541000856,,,,,0,82,82,264,trial,,,,,,red,1.1603565410008558,1.1666666666666667,2.3082950999996683,0.998361400000249,2e-05,2e-05,,1.1664160999998785,1.1998679999996966,1.9998859999996057,,2.3082950999996683,2.3745810999998866,0.06628600000021834,2.3082950999996683,2.5084197999995013,3.166415899999265,0.8581207999995968,0.7918347999993784,1.33216,-0.12774543775459005,-0.07438341945203977,,,,None,,0.1,0.1,1.2936865410008558,1.3,trial_list_0.5_green.csv,1.3001779999995051,1.3332486999997855,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,100,0.5,none,,green,red,,209.14484654953984,,,,,0,83,83,99,trial,,,,,,green,0.20914484654953983,0.20833333333333334,2.3086089999997057,0.9974735999994664,2e-05,2e-05,0.0333,0.2084750999993048,0.24236519999976736,2.000210199999856,2.0336131999993086,2.3086089999997057,2.3086089999997057,0.0,2.3086089999997057,2.5085707999996885,3.2419080999998187,0.933299100000113,0.933299100000113,0.09033,0.041390582655826555,0.14191056910569105,,,,None,,0.1,0.1,0.3424748465495398,0.3416666666666667,trial_list_0.5_green.csv,0.3418893999996726,0.3753112999993391,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-300,0.5,none,,green,red,,611.0838868700993,,,,,0,84,84,69,trial,,,,,,green,0.6110838868700993,0.6166666666666667,2.3080913999992845,0.9977082000004884,1e-05,1e-05,0.03286,0.6166093000001638,0.6499352999999246,1.9995241999995415,2.033041900000171,2.3080913999992845,2.691180899999381,0.38308950000009645,2.3080913999992845,2.5079986999999164,3.308231599999999,1.0001402000007147,0.6170507000006182,0.23641,0.09996879584869327,0.1088945811923266,,,,None,,-0.3,-0.3,0.2777538868700993,0.2833333333333333,trial_list_0.5_green.csv,0.28276479999931325,0.3162789999996676,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,233,0.5,none,,green,red,,1593.9271636669791,,,,,0,85,85,345,trial,,,,,,green,1.5939271636669792,1.6,2.307847000000038,0.9969474999998056,1e-05,1e-05,0.03294,1.5994324999992386,1.6327636999994866,1.9996618999994098,2.032848599999852,2.307847000000038,2.466230299999552,0.15838329999951384,2.307847000000038,2.5082266999997955,3.191260499999771,0.8834134999997332,0.7250302000002193,1.63789,-0.13416861447156964,0.06205298419310097,,,,None,,0.233,0.23333333333333334,1.8602571636669791,1.875,trial_list_0.5_green.csv,1.8747374999993554,1.9080620999993698,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-33,0.5,none,,green,red,,339.99059092155005,,,,,0,86,86,431,trial,,,,,,green,0.33999059092155004,0.3416666666666667,2.307891099999324,0.9973196000000826,1e-05,1e-05,0.03341,0.34145360000002256,0.37462699999923643,1.9997286999996504,2.033005599999342,2.307891099999324,2.357919499999298,0.05002839999997377,2.307891099999324,2.5082564999993338,2.833264999999301,0.5253738999999769,0.4753455000000031,0.25936,0.10755481948648804,0.10140882980154586,,,,None,,-0.033,-0.03333333333333333,0.27366059092155004,0.275,trial_list_0.5_green.csv,0.27463819999957195,0.3083296999993763,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-300,0.5,none,,green,red,,1399.04864723617,,,,,0,87,87,183,trial,,,,,,green,1.3990486472361698,1.4083333333333332,2.3083915000006527,0.9965668000004371,1e-05,1e-05,,1.4085112000002482,1.441426300000785,2.000048500000048,,2.3083915000006527,2.3083915000006527,0.0,2.3083915000006527,2.5084248000002844,3.300306300000557,0.9919147999999041,0.9919147999999041,1.40913,-0.14184130096786235,-0.04162733832752483,,,,None,,-0.3,-0.3,1.06571864723617,1.075,trial_list_0.5_green.csv,1.0748849999999948,1.108530200000132,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,167,0.5,none,,green,red,,433.9478798429844,,,,,0,88,88,171,trial,,,,,,green,0.4339478798429844,0.43333333333333335,2.3079994999998235,0.9973362999999154,1e-05,1e-05,,0.4337545999997019,0.46708459999990737,2.000230599999668,,2.3079994999998235,2.3079994999998235,0.0,2.3079994999998235,2.5084626999996544,2.8499879000000874,0.5419884000002639,0.5419884000002639,0.28474,0.11529177342355354,0.09251808978433308,,,,None,,0.167,0.16666666666666666,0.6342778798429843,0.6416666666666666,trial_list_0.5_green.csv,0.6419222999993508,0.6749811999998201,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-167,0.5,none,,red,green,,972.7318676472752,,,,,0,89,89,186,trial,,,,,,red,0.9727318676472752,0.975,2.308502099999714,0.9973958000000493,1e-05,1e-05,,0.9750122999994346,1.0082692999994833,1.999968799999806,,2.308502099999714,2.308502099999714,0.0,2.308502099999714,2.5086554999998043,3.1252730999995038,0.8167709999997896,0.8167709999997896,0.55535,0.1455939253797442,-0.025577311215360464,,,,None,,-0.167,-0.16666666666666666,0.7724018676472751,0.775,trial_list_0.5_green.csv,0.7749652000002243,0.8081007999999201,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-100,0.5,none,,green,red,,963.3233824561,,,,,0,90,90,265,trial,,,,,,green,0.9633233824561,0.9666666666666667,2.307968300000539,0.9976815999998507,3e-05,3e-05,0.03322,0.9664167999999336,1.0000224000004891,1.999570500000118,2.033055300000342,2.307968300000539,2.3246531000004325,0.016684799999893585,2.307968300000539,2.5080486000006204,2.8832680000004984,0.5752996999999596,0.558614900000066,0.95407,0.021255430820131045,-0.1462873768209019,,,,None,,-0.1,-0.1,0.8299933824561,0.8333333333333334,trial_list_0.5_green.csv,0.8329854000003252,0.8664974000002985,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-300,0.5,none,,red,green,,1162.475087855698,,,,,0,91,91,136,trial,,,,,,red,1.162475087855698,1.1666666666666667,2.307819399999971,0.9967085999996925,1e-05,1e-05,,1.1665487000000212,1.199840999999651,1.9998540999995384,,2.307819399999971,2.4578221000001577,0.15000270000018645,2.307819399999971,2.5078302000001713,3.43302119999953,1.1252017999995587,0.9751990999993723,0.80641,0.08446174508201298,-0.12131777929961866,,,,None,,-0.3,-0.3,0.8291450878556978,0.8333333333333334,trial_list_0.5_green.csv,0.8328725000001214,0.8665616999996928,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,33,0.5,none,,green,red,,1158.1893048947372,,,,,0,92,92,255,trial,,,,,,green,1.1581893048947371,1.1666666666666667,2.3083951999997225,0.9965394000000742,1e-05,1e-05,0.0332,1.167020899999443,1.200198200000159,1.999917899999673,2.033669999999802,2.3083951999997225,2.541852800000015,0.2334576000002926,2.3083951999997225,2.5085660999993706,3.6666638999995484,1.358268699999826,1.1248110999995333,1.41938,-0.1431078349946124,-0.03703967493978204,,,,None,,0.033,0.03333333333333333,1.2245193048947371,1.2333333333333334,trial_list_0.5_green.csv,1.2336918999999398,1.2669175000000905,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,167,0.5,none,,red,green,,1314.176402824406,,,,,0,93,93,470,trial,,,,,,red,1.314176402824406,1.325,2.308481400000346,0.9974918999996589,2e-05,2e-05,,1.3249888999998802,1.358118099999956,1.9999361000000135,,2.308481400000346,2.616476500000317,0.307995099999971,2.308481400000346,2.5085210000006555,3.175014000000374,0.8665326000000277,0.5585375000000568,1.64758,-0.13221736635250278,0.06610868317625139,,,,None,,0.167,0.16666666666666666,1.514506402824406,1.525,trial_list_0.5_green.csv,1.5252869000005376,1.5582791000006182,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-300,0.5,none,,green,red,,895.6532193783589,,,,,0,94,94,37,trial,,,,,,green,0.895653219378359,0.9,2.3067121999993105,0.9912035999996078,2e-05,2e-05,0.03204,0.8983039999993707,0.9314270999993823,2.006644299999607,2.0398433000000296,2.3067121999993105,2.3067121999993105,0.0,2.3067121999993105,2.506578599999557,2.7900433999993766,0.483331200000066,0.483331200000066,1.50964,-0.14775568497614017,0.004477444999276975,,,,None,,-0.3,-0.3,0.5623232193783589,0.5666666666666667,trial_list_0.5_green.csv,0.5650392999996257,0.598233199999413,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,300,0.5,none,,green,red,,1326.4250509633994,,,,,0,95,95,337,trial,,,,,,green,1.3264250509633995,1.3333333333333333,2.30776700000024,0.997676699999829,1e-05,1e-05,0.03339,1.3333763999999064,1.3666259999999966,1.9999784999999974,2.033349000000271,2.30776700000024,2.5082409999995434,0.2004739999993035,2.30776700000024,2.5082409999995434,3.183194499999445,0.8754274999992049,0.6749534999999014,1.64534,-0.13267963048750908,0.06517595883596937,,,,None,,0.3,0.3,1.6597550509633994,1.6666666666666667,trial_list_0.5_green.csv,1.666674399999465,1.7000544000002265,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-33,0.5,none,,green,red,,199.3764937912792,,,,,0,96,96,29,trial,,,,,,green,0.1993764937912792,0.2,2.3084263999999166,0.9976667000000816,2e-05,2e-05,,0.2001828000002206,0.23290730000007898,1.999937200000204,,2.3084263999999166,2.3084263999999166,0.0,2.3084263999999166,2.5083936000000904,2.8580894000006083,0.5496630000006917,0.5496630000006917,0.23727,0.10026574519991245,0.10862122396657181,,,,None,,-0.033,-0.03333333333333333,0.1330464937912792,0.13333333333333333,trial_list_0.5_green.csv,0.13329680000060762,0.16641359999994165,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,100,0.5,none,,green,red,,534.6447796355338,,,,,0,97,97,403,trial,,,,,,green,0.5346447796355338,0.5416666666666666,2.3079955000002883,0.9976845999999568,1e-05,1e-05,,0.5415648999996847,0.5748130000001765,2.0000897999998415,,2.3079955000002883,2.3079955000002883,0.0,2.3079955000002883,2.5082039999997505,2.8998124999998254,0.5918169999995371,0.5918169999995371,0.78522,0.0923446142874532,-0.11543076785931652,,,,None,,0.1,0.1,0.6679747796355339,0.675,trial_list_0.5_green.csv,0.674863500000356,0.7084650999995574,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,167,0.5,none,,red,green,,501.9452932476647,,,,,0,98,98,50,trial,,,,,,red,0.5019452932476647,0.5083333333333333,2.3086317999996027,0.997371600000406,1e-05,1e-05,,0.5085763999995834,0.5420243999997183,2.000141999999869,,2.3086317999996027,2.3086317999996027,0.0,2.3086317999996027,2.5082188999995196,3.36669079999956,1.0580589999999575,1.0580589999999575,0.62411,0.1367279188330997,-0.05618955568483549,,,,None,,0.167,0.16666666666666666,0.7022752932476648,0.7083333333333334,trial_list_0.5_green.csv,0.7083062000001519,0.7419652999997197,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,233,0.5,none,,red,green,,1213.476580159655,,,,,0,99,99,456,trial,,,,,,red,1.213476580159655,1.225,2.308580699999766,0.998336399999971,2e-05,2e-05,0.03341,1.2254516000002695,1.2589491999997335,2.0005558000002566,2.033696499999678,2.308580699999766,2.583854700000302,0.27527400000053603,2.308580699999766,2.5083856000001106,3.383395799999562,1.074815099999796,0.79954109999926,1.26337,-0.10882288072913957,-0.10004684196066056,,,,None,,0.233,0.23333333333333334,1.479806580159655,1.4916666666666667,trial_list_0.5_green.csv,1.491914700000052,1.525243899999623,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-167,0.5,none,,red,green,,1541.1446451899417,0,0,0,0,0,100,100,448,fam,0.5319549999994706,0.5319549999994706,269.99999999999955,2.5405894999994416,2.5405894999994416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-167,0.5,none,,red,green,,1541.1446451899417,1,0,1,0,0,100,100,448,fam,0.49884239999937563,0.49884239999937563,269.99999999999955,2.5072589000001244,2.5072589000001244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-167,0.5,none,,red,green,,1541.1446451899417,2,0,2,0,0,100,100,448,fam,0.4986669999998412,0.4986669999998412,269.99999999999955,2.507046800000353,2.507046800000353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-167,0.5,none,,red,green,,1541.1446451899417,3,0,3,0,0,100,100,448,fam,0.49857169999995676,0.49857169999995676,269.99999999999955,2.5068351999998413,2.5068351999998413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-167,0.5,none,,red,green,,1541.1446451899417,,,,,0,100,100,448,trial,,,,,,red,1.5411446451899418,1.55,2.3080008000006274,0.9991272000006575,1e-05,1e-05,0.03324,1.5496447000004991,1.5833249000006617,1.9998475000002145,2.033303199999864,2.3080008000006274,2.3080008000006274,0.0,2.3080008000006274,2.5079696000002514,3.091595700000653,0.7835949000000255,0.7835949000000255,1.4616,-0.14674939164463394,-0.017787805047834414,,,,None,,-0.167,-0.16666666666666666,1.3408146451899419,1.35,trial_list_0.5_green.csv,1.3500418000003265,1.3829593999998906,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-100,0.5,none,,red,green,,710.0725886348112,,,,,0,101,101,360,trial,,,,,,red,0.7100725886348112,0.7166666666666667,2.308293799999774,0.995528500000546,1e-05,1e-05,0.03375,0.7168173999998544,0.7503354999998919,1.9999850999993214,2.0335151999997834,2.308293799999774,2.308293799999774,0.0,2.308293799999774,2.5083606999996846,2.8752666999998837,0.5669729000001098,0.5669729000001098,0.5,0.14782350948509485,0.0,,,,None,,-0.1,-0.1,0.5767425886348111,0.5833333333333334,trial_list_0.5_green.csv,0.5836440999992192,0.6166590999991968,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-33,0.5,none,,green,red,,910.7036620240294,,,,,0,102,102,479,trial,,,,,,green,0.9107036620240294,0.9166666666666666,2.307767700000113,0.9974819999997635,6e-05,6e-05,,0.9160641999997097,0.9493737000002511,1.9994194999999308,,2.307767700000113,2.307767700000113,0.0,2.307767700000113,2.507727100000011,3.4578113999996276,1.1500436999995145,1.1500436999995145,0.88397,0.052700039320544026,-0.13811044787452917,,,,None,,-0.033,-0.03333333333333333,0.8443736620240294,0.85,trial_list_0.5_green.csv,0.849503200000072,0.8827362000001813,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,33,0.5,none,,green,red,,584.6701327426745,,,,,0,103,103,383,trial,,,,,,green,0.5846701327426744,0.5916666666666667,2.308349200000521,0.9968595999998797,1e-05,1e-05,0.03348,0.5916811000006419,0.6251229000008607,1.999749300000076,2.033262200000536,2.308349200000521,2.308349200000521,0.0,2.308349200000521,2.508263700000498,2.9664783000007446,0.6581291000002238,0.6581291000002238,0.36115,0.13398089650006434,0.06245726002258639,,,,None,,0.033,0.03333333333333333,0.6510001327426745,0.6583333333333333,trial_list_0.5_green.csv,0.6587602000008701,0.6921349000003829,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-33,0.5,none,,green,red,,1364.3060652748593,,,,,0,104,104,359,trial,,,,,,green,1.3643060652748593,1.375,2.307773300000008,0.9978716999994504,1e-05,1e-05,0.03293,1.3744354999998905,1.4077347000002192,1.99942800000008,2.03298150000046,2.307773300000008,2.307773300000008,0.0,2.307773300000008,2.507916500000647,2.8746717000003628,0.5668984000003547,0.5668984000003547,1.60019,-0.14056115207148284,0.045764096023273484,,,,None,,-0.033,-0.03333333333333333,1.2979760652748593,1.3083333333333333,trial_list_0.5_green.csv,1.307749500000682,1.3410495000007359,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-233,0.5,none,,red,green,,636.2167987088169,,,,,0,105,105,202,trial,,,,,,red,0.6362167987088169,0.6416666666666666,2.308244700000614,0.9984017999995558,2e-05,2e-05,,0.6415860000006433,0.6751085000005332,1.9998419000003196,,2.308244700000614,2.308244700000614,0.0,2.308244700000614,2.508090799999991,2.9081372999999076,0.5998925999992935,0.5998925999992935,0.79241,0.08971609880324972,-0.11748536748044609,,,,None,,-0.233,-0.23333333333333334,0.3698867987088169,0.375,trial_list_0.5_green.csv,0.3750073000001066,0.4083055000000968,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-33,0.5,none,,red,green,,911.3308591076774,,,,,0,106,106,164,trial,,,,,,red,0.9113308591076774,0.9166666666666666,2.308703200000309,0.9973149999996167,1e-05,1e-05,0.0337,0.916769899999963,0.9504143000003751,2.000224000000344,2.033419600000343,2.308703200000309,2.308703200000309,0.0,2.308703200000309,2.5087008000000424,2.825108,0.516404799999691,0.516404799999691,0.76408,0.09980426326849118,-0.10904539875631444,,,,None,,-0.033,-0.03333333333333333,0.8450008591076773,0.85,trial_list_0.5_green.csv,0.8501173000004201,0.8836715999996159,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,33,0.5,none,,green,red,,285.4054765976165,,,,,0,107,107,231,trial,,,,,,green,0.2854054765976165,0.2833333333333333,2.3077013999991323,0.9981853999997838,7e-05,7e-05,0.03315,0.2829240999999456,0.31627729999945586,1.999403099999654,2.0327449999995224,2.3077013999991323,2.3077013999991323,0.0,2.3077013999991323,2.5078192999999374,3.0995020999998815,0.7918007000007492,0.7918007000007492,0.38969,0.1390359783123183,0.0502074366127816,,,,None,,0.033,0.03333333333333333,0.35173547659761645,0.35,trial_list_0.5_green.csv,0.3495588999994652,0.3828469000000041,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-100,0.5,none,,green,red,,1525.2191744454078,,,,,0,108,108,135,trial,,,,,,green,1.5252191744454078,1.5333333333333332,2.3084161000006134,0.9974124999998821,1e-05,1e-05,0.03293,1.5331393000005846,1.566390599999977,2.0000017000002117,2.0334159000003638,2.3084161000006134,2.3084161000006134,0.0,2.3084161000006134,2.5080401000004713,3.2998584000006304,0.991442300000017,0.991442300000017,1.80867,-0.08359838623096134,0.1219143132534853,,,,None,,-0.1,-0.1,1.3918891744454078,1.4,trial_list_0.5_green.csv,1.3998400000000402,1.4332736000005752,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,100,0.5,none,,green,red,,815.4413086719239,,,,,0,109,109,381,trial,,,,,,green,0.8154413086719239,0.8166666666666667,2.3083435999997164,0.9973885999997947,2e-05,2e-05,0.03343,0.8168679000000338,0.84998110000015,2.0001179000000775,2.033141099999739,2.3083435999997164,2.3083435999997164,0.0,2.3083435999997164,2.508173999999599,2.9747220999997808,0.6663785000000644,0.6663785000000644,1.06605,-0.030453192299500255,-0.14465266342262623,,,,None,,0.1,0.1,0.9487713086719239,0.9583333333333334,trial_list_0.5_green.csv,0.9582329000004393,0.991658599999937,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-300,0.5,none,,red,green,,1593.2429392724607,,,,,0,110,110,414,trial,,,,,,red,1.5932429392724607,1.6,2.3080878999999186,0.9976254000002882,1e-05,1e-05,0.03356,1.600010199999815,1.6334959000005256,1.9999820000002728,2.0332053000001906,2.3080878999999186,2.8416047999999137,0.5335168999999951,2.3080878999999186,2.508287000000564,3.433365099999719,1.1252771999998004,0.5917602999998053,1.42662,-0.14391317777674212,-0.033775541723112944,,,,None,,-0.3,-0.3,1.2599129392724608,1.2666666666666666,trial_list_0.5_green.csv,1.2665130000004865,1.3002287999997861,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,167,0.5,none,,green,red,,1259.6607809347286,,,,,0,111,111,41,trial,,,,,,green,1.2596607809347287,1.2666666666666666,2.308247500000107,0.997460399999909,1e-05,1e-05,,1.2669924000001629,1.2999014000006355,2.0000057000006564,,2.308247500000107,2.741558200000327,0.4333107000002201,2.308247500000107,2.5082594000004974,3.366614700000355,1.058367200000248,0.6250565000000279,1.65075,-0.13155305630479558,0.06742094135620774,,,,None,,0.167,0.16666666666666666,1.4599907809347286,1.4666666666666666,trial_list_0.5_green.csv,1.4664960000000065,1.4998992999999246,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,233,0.5,none,,red,green,,1082.6655444746757,,,,,0,112,112,46,trial,,,,,,red,1.0826655444746758,1.0916666666666666,2.3082313000004433,0.9977019999996628,2e-05,2e-05,0.03336,1.0916824000005363,1.1247798000003968,2.000030300000617,2.0332810000008976,2.3082313000004433,2.708380100000795,0.4001488000003519,2.3082313000004433,2.5081349000001865,3.374777900000481,1.0665466000000379,0.666397799999686,1.60129,-0.14040199782530682,0.04625006987186577,,,,None,,0.233,0.23333333333333334,1.3489955444746757,1.3583333333333334,trial_list_0.5_green.csv,1.3581299000006766,1.3916447000001426,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,100,0.5,none,,green,red,,1001.8296385953864,,,,,0,113,113,201,trial,,,,,,green,1.0018296385953864,1.0083333333333333,2.308270900000025,0.9986884999998438,2e-05,2e-05,0.03325,1.00813030000063,1.041417200000069,1.9999368000007962,2.033515800000714,2.308270900000025,2.308270900000025,0.0,2.308270900000025,2.5080932000000757,3.3417819000005693,1.0335110000005443,1.0335110000005443,0.76898,0.09811189467956832,-0.11057054797221193,,,,None,,0.1,0.1,1.1351596385953862,1.1416666666666666,trial_list_0.5_green.csv,1.1416631000001871,1.1747602000004917,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,167,0.5,none,,red,green,,1523.325715499864,,,,,0,114,114,308,trial,,,,,,red,1.5233257154998638,1.5333333333333332,2.3078041999997367,0.9973909000000276,8e-05,8e-05,0.03296,1.5330070999998497,1.5662323999995351,1.999536899999839,2.032968699999401,2.3078041999997367,2.5743908999993437,0.26658669999960694,2.3078041999997367,2.5077345999998215,3.166053999999349,0.8582497999996122,0.5916631000000052,1.62511,-0.13655080108733778,0.05661862484109127,,,,None,,0.167,0.16666666666666666,1.7236557154998637,1.7333333333333334,trial_list_0.5_green.csv,1.7328675999997358,1.7661336999999548,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-100,0.5,none,,red,green,,830.9287844270194,,,,,0,115,115,398,trial,,,,,,red,0.8309287844270195,0.8333333333333334,2.3085707999998704,0.9980051000002277,2e-05,2e-05,,0.8333849000000555,0.8667101999999431,2.00018160000036,,2.3085707999998704,2.3754416000001584,0.066870800000288,2.3085707999998704,2.508532599999853,3.9834270999999717,1.6748563000001013,1.6079854999998133,0.89345,0.04856307171705551,-0.1396188311865346,,,,None,,-0.1,-0.1,0.6975987844270194,0.7,trial_list_0.5_green.csv,0.7001177000001917,0.7334025000000111,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,300,0.5,none,,green,red,,1089.7005049869556,,,,,0,116,116,103,trial,,,,,,green,1.0897005049869557,1.1,2.3084651000008307,0.9977397000002384,2e-05,2e-05,0.0335,1.1002113000004101,1.1334523000004992,1.999940400000014,2.0333869000005507,2.3084651000008307,2.416843000000881,0.10837790000005043,2.3084651000008307,2.5084590000005846,3.7917097000008653,1.4832446000000346,1.3748666999999841,1.75964,-0.10131301508411346,0.10764507852687052,,,,None,,0.3,0.3,1.4230305049869556,1.4333333333333333,trial_list_0.5_green.csv,1.4332462000002124,1.4668210000008912,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,-33,0.5,none,,red,green,,1183.0163790324386,,,,,0,117,117,84,trial,,,,,,red,1.1830163790324386,1.1916666666666667,2.3081274999995003,0.9988098000003447,1e-05,1e-05,0.03322,1.1916475999996692,1.2248231000003216,2.0000411999999415,2.033260700000028,2.3081274999995003,2.4753163999994285,0.16718889999992825,2.3081274999995003,2.508731500000067,3.0082479000002422,0.7001204000007419,0.5329315000008137,1.24342,-0.10234247615560195,-0.10666680613400766,,,,None,,-0.033,-0.03333333333333333,1.1166863790324386,1.125,trial_list_0.5_green.csv,1.1248978000003262,1.158737900000233,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
,33,0.5,none,,red,green,,413.2964490247975,,,,,0,118,118,68,trial,,,,,,red,0.4132964490247975,0.4166666666666667,2.3086671999999453,0.9975754000006418,4e-05,4e-05,0.03325,0.41624339999998483,0.44997460000013234,1.9996561000007205,2.0329889000004187,2.3086671999999453,2.3086671999999453,0.0,2.3086671999999453,2.5107539000000543,2.9415619000001243,0.632894700000179,0.632894700000179,0.2761,0.11273810718887659,0.09561333141335102,,,,None,,0.033,0.03333333333333333,0.47962644902479745,0.48333333333333334,trial_list_0.5_green.csv,0.48300770000059856,0.5163748000004489,p3_base_01,001,2023-05-02_11h29.43.266,expectation_shapes_perceived_time,2022.2.4,120.74174066081534,
