id,delay,expectation,congruency,trial_num,stim_color,distractor_color,block,targetTimeMs,famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,isTrial,handMove.started,audioCue2Start.started,handOri,handMove.ended,audioCue2End.started,target_color,expected_target_onset,expected_target_onset_in_frames,fixationPoint.started,fixationPoint.stopped,audCueStart.started,placeholder.started,audCueStart.stopped,target.started,target.stopped,audCueEnd.started,audCueEnd.stopped,responsePointer.started,cueForRep.started,space2pass.started,responseStarted,rtUntillMotionTreshold,responsePointer.stopped,rTAfterMotionTreshold,rtDurationBtwRespMotion,perceivedTime,resp_x_coord,resp_y_coord,feedbackPointer.stopped,actualTime_x_coord,actualTime_y_coord,space2pass.keys,space2pass.rt,expected_delay,expected_delays_frame,expected_distractor,expected_distractor_frame,expBlockFiles,distractor.started,distractor.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,0,0,0,0,,,,,fam,1.2979593000054592,1.2979593000054592,269.99999999999955,3.3063120000006165,3.3063120000006165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p9_high1_01,001,2023-05-03_17h05.42.805,expectation_shapes_perceived_time,2022.2.4,120.41606156185833,
,,,,,,,,,1,0,1,0,,,,,fam,0.4973604999977397,0.4973604999977397,269.99999999999955,2.506205699988641,2.506205699988641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p9_high1_01,001,2023-05-03_17h05.42.805,expectation_shapes_perceived_time,2022.2.4,120.41606156185833,
,,,,,,,,,2,0,2,0,,,,,fam,0.4980801999918185,0.4980801999918185,269.99999999999955,2.5059478000039235,2.5059478000039235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p9_high1_01,001,2023-05-03_17h05.42.805,expectation_shapes_perceived_time,2022.2.4,120.41606156185833,
,,,,,,,,,3,0,3,0,,,,,fam,0.4969983999908436,0.4969983999908436,269.99999999999955,2.505152799989446,2.505152799989446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p9_high1_01,001,2023-05-03_17h05.42.805,expectation_shapes_perceived_time,2022.2.4,120.41606156185833,
,,,,,,,,,4,0,4,0,,,,,fam,0.4989110000024084,0.4989110000024084,269.99999999999955,2.5072436000045855,2.5072436000045855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p9_high1_01,001,2023-05-03_17h05.42.805,expectation_shapes_perceived_time,2022.2.4,120.41606156185833,
,,,,,,,,,,,,,0,0,0,0,test,,,,,,green,1.623813029729889,1.6333333333333333,2.309250099991914,0.9978568000078667,3.1799994758330286e-05,3e-05,0.03347899999062065,1.634349599989946,1.6676405999896815,2.000921999991988,2.034299099992495,2.309250099991914,2.309250099991914,2.609218999990844,3.6506192999950144,1.3413692000031006,7.658660599990981,5.349410499999067,4.008041299995966,0.92682,0.033686681724940784,-0.1439340037338379,7.658660599990981,-0.1367811115920403,0.05605994530978196,space,5.0442175999924075,,,,,,,,p9_high1_01,001,2023-05-03_17h05.42.805,expectation_shapes_perceived_time,2022.2.4,120.41606156185833,
,,,,,,,,,,,,,1,0,1,0,test,,,,,,green,0.48021580268522224,0.48333333333333334,2.3080448000109755,0.9971948000020348,3.9999998989515007e-05,4e-05,0.033133000004454516,0.48321320000104606,0.5165643000073032,1.999834500005818,,2.3080448000109755,2.3080448000109755,2.608016199999838,2.374642100010533,0.06659729999955744,5.166303200006951,2.858258399995975,2.7916610999964178,0.55463,0.14565168949928636,-0.025246292846542968,5.166303200006951,0.1475380724556996,0.009181891556028074,space,2.5542544000054477,,,,,,,,p9_high1_01,001,2023-05-03_17h05.42.805,expectation_shapes_perceived_time,2022.2.4,120.41606156185833,
,,,,,,,,,,,,,2,0,2,0,test,,,,,,green,1.7089860476954215,1.7166666666666666,2.308835200004978,0.9967026000085752,2.4900000425986946e-05,2e-05,0.03352840000297874,1.7171280000038678,1.7505611999949906,2.0005015000060666,2.0338394999998854,2.308835200004978,2.308835200004978,2.608726000005845,2.308835200004978,0.0,5.9171277999994345,3.6082925999944564,3.6082925999944564,1.67359,-0.12638018263342532,0.07668011081129177,5.9171277999994345,-0.11709149999463589,0.09022954386173138,space,3.3078390000009676,,,,,,,,p9_high1_01,001,2023-05-03_17h05.42.805,expectation_shapes_perceived_time,2022.2.4,120.41606156185833,
,,,,,,,,,,,,,3,0,3,0,test,,,,,,green,1.6781040823890419,1.6833333333333333,2.3081325000093784,0.9971254999982193,4.0700004319660366e-05,4e-05,0.033423700006096624,1.6834512000059476,1.7171718000026885,2.0003571000124793,2.0337776000087615,2.3081325000093784,2.3081325000093784,2.608080500009237,2.3081325000093784,0.0,3.9164067000092473,1.6082741999998689,1.6082741999998689,1.32253,-0.1254369212450826,-0.0782136097175221,3.9164067000092473,-0.1252810779425974,0.0784629942458912,space,1.3026666000077967,,,,,,,,p9_high1_01,001,2023-05-03_17h05.42.805,expectation_shapes_perceived_time,2022.2.4,120.41606156185833,
,,,,,,,,,,,,,4,0,4,0,test,,,,,,green,1.8218098531638507,1.825,2.308168100003968,0.997552300003008,0.0001429999974789098,0.00014,0.03302689999691211,1.8247031000064453,1.858341200000723,1.9997335999942152,,2.308168100003968,2.308168100003968,2.6080105000000913,2.458329999994021,0.15016189999005292,5.349571400001878,3.04140329999791,2.891241400007857,1.80772,-0.0839643162755659,0.12166258072582,5.349571400001878,-0.07849686480449955,0.12525985858348251,space,2.737659499995061,,,,,,,,p9_high1_01,001,2023-05-03_17h05.42.805,expectation_shapes_perceived_time,2022.2.4,120.41606156185833,
