delay,expectation,congruency,stim_color,distractor_color,targetTimeMs,famLoop.thisRepN,famLoop.thisTrialN,famLoop.thisN,famLoop.thisIndex,trialss.thisRepN,trialss.thisTrialN,trialss.thisN,trialss.thisIndex,isTrial,handMove.started,audioCue2Start.started,handOri,handMove.ended,audioCue2End.started,target_color,expected_target_onset,expected_target_onset_in_frames,expected_delay,expected_delays_frame,expected_distractor,expected_distractor_frame,expBlockFiles,fixationPoint.started,fixationPoint.stopped,audCueStart.started,placeholder.started,target.started,target.stopped,distractor.started,distractor.stopped,audCueEnd.started,responsePointer.started,responseStarted,rtUntillMotionTreshold,cueForRep.started,space2pass.started,responsePointer.stopped,rTAfterMotionTreshold,rtDurationBtwRespMotion,perceivedTime,resp_x_coord,resp_y_coord,space2pass.keys,audCueStart.stopped,audCueEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,0,0,0,0,0,-1,-1,0,fam,0.5566653000132646,0.5566653000132646,270.0,2.5566758000059053,2.5566758000059053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
,,,,,,1,0,1,0,0,-1,-1,0,fam,0.49735630000941455,0.49735630000941455,270.0,2.4971566000021994,2.4971566000021994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
,,,,,,2,0,2,0,0,-1,-1,0,fam,0.4968906000140123,0.4968906000140123,270.0,2.4976774000097066,2.4976774000097066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
,,,,,,3,0,3,0,0,-1,-1,0,fam,0.4976721999992151,0.4976721999992151,270.0,2.4975434000079986,2.4975434000079986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
,,,,,,0,0,0,0,0,-1,-1,0,fam,0.5414264000137337,0.5414264000137337,270.0,2.5410487999906763,2.5410487999906763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
,,,,,,1,0,1,0,0,-1,-1,0,fam,0.49714039999525994,0.49714039999525994,270.0,2.4971318999887444,2.4971318999887444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
,,,,,,2,0,2,0,0,-1,-1,0,fam,0.49761300001409836,0.49761300001409836,270.0,2.4973383999895304,2.4973383999895304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
,,,,,,3,0,3,0,0,-1,-1,0,fam,0.4989327999937814,0.4989327999937814,270.0,2.4991187999839894,2.4991187999839894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
167,0.5,none,red,green,179.91946701493285,,,,,0,0,0,228,trial,,,,,,red,0.17991946701493286,0.18181818181818182,0.167,0.1652892561983471,0.3802494670149328,0.38016528925619836,trial_list_0.5_red.csv,2.2997819999873172,0.9982363000162877,3e-05,3e-05,0.18317169998772442,0.2165196999849286,0.3832965999899898,0.4165113999915775,1.9996797000057995,2.2997819999873172,2.2997819999873172,0.0,2.2997819999873172,2.500008600007277,3.2913490000064485,0.9915670000191312,0.9915670000191312,0.38661,0.13854342318944562,0.051551041186770466,None,,,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
-167,0.5,none,green,red,1378.865741673162,,,,,0,1,1,65,trial,,,,,,green,1.3788657416731618,1.3636363636363638,-0.167,-0.1652892561983471,1.1785357416731619,1.1652892561983472,trial_list_0.5_red.csv,2.300153500022134,0.9970437999872956,3e-05,3e-05,1.3750918000005186,1.4084210000000894,1.1752216000168119,1.2086030000064056,2.0002899000246543,2.300153500022134,2.966695700015407,0.6665421999932732,2.300153500022134,2.5002569000062067,4.433294600021327,2.133141099999193,1.4665989000059199,1.30257,-0.12028893749926792,-0.08592066964233423,None,0.03353,2.033746200002497,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
-300,0.5,none,green,red,760.6207292210638,,,,,0,2,2,361,trial,,,,,,green,0.7606207292210638,0.7520661157024794,-0.3,-0.2975206611570248,0.4272907292210638,0.42148760330578516,trial_list_0.5_red.csv,2.2996629000117537,0.9977228000061586,4e-05,4e-05,0.757857899996452,0.7912015000183601,0.4246335000207182,0.45784380001714453,1.9995639999979176,2.2996629000117537,2.633071699994616,0.33340879998286255,2.2996629000117537,2.49958920001518,3.3743595000123605,1.0746966000006068,0.7412878000177443,0.81068,0.08282689713141084,-0.12243976097686818,None,0.03322,2.032932600006461,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
-167,0.5,none,green,red,666.5274690167037,,,,,0,3,3,321,trial,,,,,,green,0.6665274690167037,0.6611570247933884,-0.167,-0.1652892561983471,0.46619746901670367,0.4628099173553719,trial_list_0.5_red.csv,2.3003432999830693,0.9982751999923494,2e-05,2e-05,0.6672162000031676,0.7003177999868058,0.46674800000619143,0.5001476999896113,2.0002047999878414,2.3003432999830693,2.3003432999830693,0.0,2.3003432999830693,2.5001772999821696,3.3167995999974664,1.0164563000143971,1.0164563000143971,0.87208,0.05781978215802325,-0.13604654625417237,None,,,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
33,0.5,none,green,red,453.7007798733568,,,,,0,4,4,171,trial,,,,,,green,0.4537007798733568,0.4462809917355372,0.033,0.03305785123966942,0.5200307798733568,0.5123966942148761,trial_list_0.5_red.csv,2.297553499985952,0.9914080000016838,6e-05,6e-05,0.44787810000707395,0.4815672999829985,0.514709099981701,0.5478150999988429,2.0059548999997787,2.297553499985952,2.297553499985952,0.0,2.297553499985952,2.4977188000048045,3.3643985000089742,1.0668450000230223,1.0668450000230223,0.31514,0.12358753627761625,0.08110432068218568,None,0.03962,2.0394559999986086,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
-233,0.5,none,green,red,1395.46030578706,,,,,0,5,5,115,trial,,,,,,green,1.39546030578706,1.3801652892561984,-0.233,-0.23140495867768596,1.12913030578706,1.115702479338843,trial_list_0.5_red.csv,2.300489599991124,0.9964803999755532,3e-05,3e-05,1.3918815999932121,1.4254398999910336,1.1254420999903232,1.1587110999971628,2.000284699985059,2.300489599991124,2.8836135999881662,0.5831239999970421,2.300489599991124,2.500436300004367,3.6001245999941602,1.2996350000030361,0.716511000005994,0.66432,0.1285600241399713,-0.07296650018755127,None,0.03334,2.0337696000060532,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
-100,0.5,none,red,green,1504.230950506496,,,,,0,6,6,94,trial,,,,,,red,1.504230950506496,1.487603305785124,-0.1,-0.09917355371900827,1.370900950506496,1.3553719008264462,trial_list_0.5_red.csv,2.299368300009519,0.997025200020289,9e-05,9e-05,1.499281600001268,1.5326456000038888,1.3659794999985024,1.399347200000193,1.9994262999971397,2.299368300009519,2.8658284000121057,0.5664601000025868,2.299368300009519,2.4994089000101667,4.799597000004724,2.500228699995205,1.933768599992618,1.64131,-0.1334940874979103,0.06349109039534757,None,0.033,2.03270139999222,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
300,0.5,none,red,green,844.8682961086574,,,,,0,7,7,246,trial,,,,,,red,0.8448682961086574,0.8347107438016529,0.3,0.2975206611570248,1.1781982961086575,1.1652892561983472,trial_list_0.5_red.csv,2.3003577000054065,0.9970603999972809,1e-05,1e-05,0.842113300022902,0.8755834000185132,1.1754491000028793,1.209030600002734,2.0003961000184063,2.3003577000054065,2.7838810000102967,0.4835233000048902,2.3003577000054065,2.500426900020102,5.742111400002614,3.441753699997207,2.958230399992317,1.07798,-0.035852467268031776,-0.1434098690721271,None,0.03375,2.0337467000063043,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
-167,0.5,none,green,red,674.5779482415107,,,,,0,8,8,421,trial,,,,,,green,0.6745779482415107,0.6694214876033058,-0.167,-0.1652892561983471,0.47424794824151073,0.47107438016528924,trial_list_0.5_red.csv,2.3002973000111524,0.9972511999949347,3e-05,3e-05,0.6751456999918446,0.7086208999971859,0.47517200000584126,0.5084675000107381,2.0002620999875944,2.3002973000111524,2.791621499985922,0.4913241999747697,2.3002973000111524,2.5002108000044245,3.725055299990345,1.4247579999791924,0.9334338000044227,0.71177,0.11629839557402577,-0.09124951037346637,None,0.03335,2.033583999989787,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
167,0.5,none,red,green,328.31524305614187,,,,,0,9,9,440,trial,,,,,,red,0.32831524305614185,0.3223140495867769,0.167,0.1652892561983471,0.5286452430561419,0.5206611570247934,trial_list_0.5_red.csv,2.299932499998249,0.9965740999905393,3e-05,3e-05,0.32480060000671074,0.3582860000024084,0.5249399000022095,0.5582889000070281,2.000065700005507,2.299932499998249,2.7417711000016425,0.44183860000339337,2.299932499998249,2.4999124000023585,3.4328645000059623,1.1329320000077132,0.6910934000043198,0.67887,0.12509310826360598,-0.0787623274252334,None,0.03327,2.033393399993656,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
33,0.5,none,green,red,219.0847614904108,,,,,0,10,10,267,trial,,,,,,green,0.2190847614904108,0.21487603305785125,0.033,0.03305785123966942,0.2854147614904108,0.2809917355371901,trial_list_0.5_red.csv,2.2998175999964587,0.9990216000005603,4e-05,4e-05,0.21660980000160635,0.2501895999885164,0.28317759998026304,0.3165395999967586,1.9996758000052068,2.2998175999964587,2.566351699992083,0.2665340999956243,2.2998175999964587,2.4995992000040133,3.308089400001336,1.0082718000048772,0.7417377000092529,0.26383,0.10896871203594123,0.09988798603294612,None,0.03318,2.0330987999914214,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
33,0.5,none,green,red,253.11753442650257,,,,,0,11,11,205,trial,,,,,,green,0.2531175344265026,0.24793388429752067,0.033,0.03305785123966942,0.31944753442650253,0.3140495867768595,trial_list_0.5_red.csv,2.30024099998991,0.9966406000021379,3e-05,3e-05,0.2499351000005845,0.28344499997911043,0.31659199998830445,0.34998189998441376,2.0000785999873187,2.30024099998991,3.0499181999766733,0.7496771999867633,2.30024099998991,2.5000963999773376,3.5417510999832302,1.2415100999933202,0.4918329000065569,0.18186,0.07993668492866803,0.12434595433348358,None,0.03325,2.033392499986803,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
-233,0.5,none,red,green,1549.79678991972,,,,,0,12,12,90,trial,,,,,,red,1.5497967899197198,1.537190082644628,-0.233,-0.23140495867768596,1.28346678991972,1.2727272727272727,trial_list_0.5_red.csv,2.3003205999848433,0.9969565999926999,8e-05,8e-05,1.5500131000007968,1.583463099988876,1.2833435999928042,1.3169947999995202,2.000115300004836,2.3003205999848433,3.0166894999856595,0.7163689000008162,2.3003205999848433,2.500221900001634,3.8834728999936488,1.5831523000088055,0.8667834000079893,1.52737,-0.14727726746661216,0.012696316160914841,None,0.03309,2.0334742999984883,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
-300,0.5,none,red,green,885.4852901396116,,,,,0,13,13,426,trial,,,,,,red,0.8854852901396116,0.8760330578512396,-0.3,-0.2975206611570248,0.5521552901396116,0.5454545454545454,trial_list_0.5_red.csv,2.300039599998854,0.9964188000012655,4e-05,4e-05,0.883109999995213,0.9166551000089385,0.5497078000043985,0.5830265999829862,1.9999271999986377,2.300039599998854,2.3666099999973085,0.06657039999845438,2.300039599998854,2.499738199985586,3.974801899981685,1.6747622999828309,1.6081918999843765,0.91344,0.03970526586026381,-0.1423912982574978,None,,,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
-33,0.5,none,green,red,1367.1864954161326,,,,,0,14,14,455,trial,,,,,,green,1.3671864954161326,1.3553719008264462,-0.033,-0.03305785123966942,1.3008564954161328,1.2892561983471076,trial_list_0.5_red.csv,2.3000464999931864,0.9967760000145063,3e-05,3e-05,1.3664898999850266,1.3999570999876596,1.300018599984469,1.333572399977129,2.00019519997295,2.3000464999931864,2.9666089999955148,0.6665625000023283,2.3000464999931864,2.500034799973946,4.183364199998323,1.8833177000051364,1.2167552000028081,0.74764,0.1052983912889153,-0.10374988553466655,None,0.03323,2.0336278999748174,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
-33,0.5,none,green,red,573.062538552318,,,,,0,15,15,485,trial,,,,,,green,0.5730625385523179,0.5702479338842975,-0.033,-0.03305785123966942,0.5067325385523179,0.5041322314049587,trial_list_0.5_red.csv,2.3003507000103127,0.9969160000036936,2e-05,2e-05,0.5753178000159096,0.6089170000050217,0.5088874000066426,0.5422309999994468,2.0005613999965135,2.3003507000103127,3.6585325000050943,1.3581817999947816,2.3003507000103127,2.5005297000170685,4.191756700020051,1.891406000009738,0.5332242000149563,1.08969,-0.04110352071497421,-0.14199398065172908,None,0.03312,2.033688000024995,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
-33,0.5,none,green,red,1711.9700514711153,,,,,0,16,16,111,trial,,,,,,green,1.7119700514711154,1.694214876033058,-0.033,-0.03305785123966942,1.6456400514711154,1.6280991735537191,trial_list_0.5_red.csv,2.300113400007831,0.9963276000053156,2e-05,2e-05,1.7083151999977417,1.7417313000187278,1.6417497000074945,1.6750504999945406,2.0001853000139818,2.300113400007831,2.6500744000077248,0.34996099999989383,2.300113400007831,2.500041599996621,3.141782199993031,0.8416687999852002,0.49170779998530634,1.70198,-0.11904772449494558,0.08763235275322384,None,,,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
-300,0.5,none,red,green,1496.9385574237808,,,,,0,17,17,136,trial,,,,,,red,1.4969385574237808,1.4793388429752066,-0.3,-0.2975206611570248,1.1636085574237809,1.1487603305785123,trial_list_0.5_red.csv,2.300125899986597,0.9978469999914523,2e-05,2e-05,1.4918669000035152,1.5251695000042673,1.1584835999819916,1.1918327999883331,2.0001306000049226,2.300125899986597,2.7835782000038307,0.48345230001723394,2.300125899986597,2.500225700001465,3.7668655999877956,1.4667397000011988,0.9832873999839649,1.15831,-0.07052539352128562,-0.12991519859184192,None,,,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
-300,0.5,none,green,red,607.5290687484842,,,,,0,18,18,471,trial,,,,,,green,0.6075290687484842,0.6033057851239669,-0.3,-0.2975206611570248,0.2741990687484842,0.2727272727272727,trial_list_0.5_red.csv,2.3000787000055425,0.9972619999898598,3e-05,3e-05,0.6084006000019144,0.6417290000244975,0.27499790000729263,0.3083490000281017,2.0000856000115164,2.3000787000055425,2.3000787000055425,0.0,2.3000787000055425,2.500146300008055,4.700048700004118,2.399969999998575,2.399969999998575,0.77886,0.09463430467601198,-0.11356116561121439,None,0.03342,2.0334188000124414,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
300,0.5,none,green,red,867.6130566762281,,,,,0,19,19,19,trial,,,,,,green,0.8676130566762281,0.859504132231405,0.3,0.2975206611570248,1.200943056676228,1.1900826446280992,trial_list_0.5_red.csv,2.300320400012424,0.9965216999989934,2e-05,2e-05,0.8670930000080261,0.9004005000169855,1.2003765999979805,1.2336971000186168,2.0003212000010535,2.300320400012424,2.8085719000082463,0.5082514999958221,2.300320400012424,2.5003686000127345,3.4086071000201628,1.1082867000077385,0.6000352000119165,0.89245,0.049001423127915236,-0.13946558890252797,None,0.03338,2.0337376999959815,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
-100,0.5,none,green,red,801.6327033793136,,,,,0,20,20,99,trial,,,,,,green,0.8016327033793136,0.7933884297520661,-0.1,-0.09917355371900827,0.6683027033793136,0.6611570247933884,trial_list_0.5_red.csv,2.299926499981666,0.996204700000817,3e-05,3e-05,0.7998791999998502,0.8330634000012651,0.6666627999802586,0.7000164999917615,1.999995799997123,2.299926499981666,2.299926499981666,0.0,2.299926499981666,2.500064599997131,3.9920476999832317,1.6921212000015657,1.6921212000015657,1.19519,-0.08507145498626252,-0.12089101498047831,None,0.0333,2.0332861999922898,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
-167,0.5,none,green,red,644.5391584409343,,,,,0,21,21,419,trial,,,,,,green,0.6445391584409343,0.6363636363636364,-0.167,-0.1652892561983471,0.44420915844093434,0.4380165289256198,trial_list_0.5_red.csv,2.300101100001484,0.9963777999801096,4e-05,4e-05,0.6418780999956653,0.6750153000175487,0.4419491000007838,0.47519530000863597,1.9999883999989834,2.300101100001484,2.7915459999931045,0.49144489999162033,2.300101100001484,2.5000125000078697,4.175285000004806,1.8751839000033215,1.3837390000117011,1.12447,-0.056344062141729934,-0.13666432093951517,None,0.03341,,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
300,0.5,none,red,green,663.0579725558466,,,,,0,22,22,358,trial,,,,,,red,0.6630579725558466,0.6528925619834711,0.3,0.2975206611570248,0.9963879725558467,0.9834710743801653,trial_list_0.5_red.csv,2.3000032999843825,0.9967989000142552,3e-05,3e-05,0.6580103999876883,0.6912957000022288,0.9915643999993335,1.0249179999809712,2.000252099998761,2.3000032999843825,2.558522000006633,0.2585187000222504,2.3000032999843825,2.5000153000000864,3.158378599997377,0.8583753000129946,0.5998565999907441,0.62112,0.1372506829217666,-0.05490027316870664,None,0.03329,2.0330579000001308,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
300,0.5,none,green,red,1523.7355329370205,,,,,0,23,23,273,trial,,,,,,green,1.5237355329370206,1.512396694214876,0.3,0.2975206611570248,1.8570655329370205,1.8429752066115703,trial_list_0.5_red.csv,2.299884599982761,0.9975481999863405,5e-05,5e-05,1.524330199987162,1.5575836999923922,1.8581218000035733,1.8913884999928996,1.9997506999934558,2.299884599982761,2.708023899991531,0.4081393000087701,2.299884599982761,2.4997355999948923,5.299815400008811,2.99993080002605,2.5917915000172798,1.18923,-0.08279208998874385,-0.12246329977501694,None,,,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
33,0.5,none,green,red,1187.3099494634296,,,,,0,24,24,49,trial,,,,,,green,1.1873099494634296,1.1735537190082646,0.033,0.03305785123966942,1.2536399494634296,1.2396694214876034,trial_list_0.5_red.csv,2.299959800002398,0.9974481000099331,7e-05,7e-05,1.1834022999973968,1.2167291000077967,1.2499246000079438,1.2832083999819588,1.9998665000020992,2.299959800002398,2.5833567999943625,0.28339699999196455,2.299959800002398,2.5000286999857053,4.133204299985664,1.833244499983266,1.5498474999913014,1.09972,-0.04555580728683585,-0.14062879640718892,None,,,ahmed_base_continued,001,2023-04-29_13h46.10.803,expectation_shapes_perceived_time,2022.2.4,119.83266566098743,
